file,handle,title,reading,background,background_hex,ink_hex,typeface,typeface_family,orientation,variant_skus
PRV-16-KNR-FDEY.png,tazan-no-ishi,他山の石,たざんのいし,生成り,#f2ece0,#2a2724,筆文字,Yuji Syuku,横書き,PRV-16-KNR-S-FDEY PRV-16-KNR-M-FDEY PRV-16-KNR-L-FDEY
PRV-16-KNR-GOTT.png,tazan-no-ishi,他山の石,たざんのいし,生成り,#f2ece0,#2a2724,極太ゴシック,Dela Gothic One,縦書き,PRV-16-KNR-S-GOTT PRV-16-KNR-M-GOTT PRV-16-KNR-L-GOTT
PRV-16-KNR-GOTY.png,tazan-no-ishi,他山の石,たざんのいし,生成り,#f2ece0,#2a2724,極太ゴシック,Dela Gothic One,横書き,PRV-16-KNR-S-GOTY PRV-16-KNR-M-GOTY PRV-16-KNR-L-GOTY
PRV-16-AI-MINT.png,tazan-no-ishi,他山の石,たざんのいし,藍,#1f3c66,#f4f1e8,明朝,Shippori Mincho,縦書き,PRV-16-AI-S-MINT PRV-16-AI-M-MINT PRV-16-AI-L-MINT
PRV-16-AI-MINY.png,tazan-no-ishi,他山の石,たざんのいし,藍,#1f3c66,#f4f1e8,明朝,Shippori Mincho,横書き,PRV-16-AI-S-MINY PRV-16-AI-M-MINY PRV-16-AI-L-MINY
PRV-16-AI-FDET.png,tazan-no-ishi,他山の石,たざんのいし,藍,#1f3c66,#f4f1e8,筆文字,Yuji Syuku,縦書き,PRV-16-AI-S-FDET PRV-16-AI-M-FDET PRV-16-AI-L-FDET
PRV-16-AI-FDEY.png,tazan-no-ishi,他山の石,たざんのいし,藍,#1f3c66,#f4f1e8,筆文字,Yuji Syuku,横書き,PRV-16-AI-S-FDEY PRV-16-AI-M-FDEY PRV-16-AI-L-FDEY
PRV-16-AI-GOTT.png,tazan-no-ishi,他山の石,たざんのいし,藍,#1f3c66,#f4f1e8,極太ゴシック,Dela Gothic One,縦書き,PRV-16-AI-S-GOTT PRV-16-AI-M-GOTT PRV-16-AI-L-GOTT
PRV-16-AI-GOTY.png,tazan-no-ishi,他山の石,たざんのいし,藍,#1f3c66,#f4f1e8,極太ゴシック,Dela Gothic One,横書き,PRV-16-AI-S-GOTY PRV-16-AI-M-GOTY PRV-16-AI-L-GOTY
PRV-16-SUMI-MINT.png,tazan-no-ishi,他山の石,たざんのいし,墨,#22201e,#efe9dc,明朝,Shippori Mincho,縦書き,PRV-16-SUMI-S-MINT PRV-16-SUMI-M-MINT PRV-16-SUMI-L-MINT
PRV-16-SUMI-MINY.png,tazan-no-ishi,他山の石,たざんのいし,墨,#22201e,#efe9dc,明朝,Shippori Mincho,横書き,PRV-16-SUMI-S-MINY PRV-16-SUMI-M-MINY PRV-16-SUMI-L-MINY
PRV-16-SUMI-FDET.png,tazan-no-ishi,他山の石,たざんのいし,墨,#22201e,#efe9dc,筆文字,Yuji Syuku,縦書き,PRV-16-SUMI-S-FDET PRV-16-SUMI-M-FDET PRV-16-SUMI-L-FDET
PRV-16-SUMI-FDEY.png,tazan-no-ishi,他山の石,たざんのいし,墨,#22201e,#efe9dc,筆文字,Yuji Syuku,横書き,PRV-16-SUMI-S-FDEY PRV-16-SUMI-M-FDEY PRV-16-SUMI-L-FDEY
PRV-16-SUMI-GOTT.png,tazan-no-ishi,他山の石,たざんのいし,墨,#22201e,#efe9dc,極太ゴシック,Dela Gothic One,縦書き,PRV-16-SUMI-S-GOTT PRV-16-SUMI-M-GOTT PRV-16-SUMI-L-GOTT
PRV-16-SUMI-GOTY.png,tazan-no-ishi,他山の石,たざんのいし,墨,#22201e,#efe9dc,極太ゴシック,Dela Gothic One,横書き,PRV-16-SUMI-S-GOTY PRV-16-SUMI-M-GOTY PRV-16-SUMI-L-GOTY
PRV-16-SHU-MINT.png,tazan-no-ishi,他山の石,たざんのいし,朱,#b03a2e,#f7f2e7,明朝,Shippori Mincho,縦書き,PRV-16-SHU-S-MINT PRV-16-SHU-M-MINT PRV-16-SHU-L-MINT
PRV-16-SHU-MINY.png,tazan-no-ishi,他山の石,たざんのいし,朱,#b03a2e,#f7f2e7,明朝,Shippori Mincho,横書き,PRV-16-SHU-S-MINY PRV-16-SHU-M-MINY PRV-16-SHU-L-MINY
PRV-16-SHU-FDET.png,tazan-no-ishi,他山の石,たざんのいし,朱,#b03a2e,#f7f2e7,筆文字,Yuji Syuku,縦書き,PRV-16-SHU-S-FDET PRV-16-SHU-M-FDET PRV-16-SHU-L-FDET
PRV-16-SHU-FDEY.png,tazan-no-ishi,他山の石,たざんのいし,朱,#b03a2e,#f7f2e7,筆文字,Yuji Syuku,横書き,PRV-16-SHU-S-FDEY PRV-16-SHU-M-FDEY PRV-16-SHU-L-FDEY
PRV-16-SHU-GOTT.png,tazan-no-ishi,他山の石,たざんのいし,朱,#b03a2e,#f7f2e7,極太ゴシック,Dela Gothic One,縦書き,PRV-16-SHU-S-GOTT PRV-16-SHU-M-GOTT PRV-16-SHU-L-GOTT
PRV-16-SHU-GOTY.png,tazan-no-ishi,他山の石,たざんのいし,朱,#b03a2e,#f7f2e7,極太ゴシック,Dela Gothic One,横書き,PRV-16-SHU-S-GOTY PRV-16-SHU-M-GOTY PRV-16-SHU-L-GOTY
PRV-17-KNR-MINT.png,saiou-ga-uma,塞翁が馬,さいおうがうま,生成り,#f2ece0,#2a2724,明朝,Shippori Mincho,縦書き,PRV-17-KNR-S-MINT PRV-17-KNR-M-MINT PRV-17-KNR-L-MINT
PRV-17-KNR-MINY.png,saiou-ga-uma,塞翁が馬,さいおうがうま,生成り,#f2ece0,#2a2724,明朝,Shippori Mincho,横書き,PRV-17-KNR-S-MINY PRV-17-KNR-M-MINY PRV-17-KNR-L-MINY
PRV-17-KNR-FDET.png,saiou-ga-uma,塞翁が馬,さいおうがうま,生成り,#f2ece0,#2a2724,筆文字,Yuji Syuku,縦書き,PRV-17-KNR-S-FDET PRV-17-KNR-M-FDET PRV-17-KNR-L-FDET
PRV-17-KNR-FDEY.png,saiou-ga-uma,塞翁が馬,さいおうがうま,生成り,#f2ece0,#2a2724,筆文字,Yuji Syuku,横書き,PRV-17-KNR-S-FDEY PRV-17-KNR-M-FDEY PRV-17-KNR-L-FDEY
PRV-17-KNR-GOTT.png,saiou-ga-uma,塞翁が馬,さいおうがうま,生成り,#f2ece0,#2a2724,極太ゴシック,Dela Gothic One,縦書き,PRV-17-KNR-S-GOTT PRV-17-KNR-M-GOTT PRV-17-KNR-L-GOTT
PRV-17-KNR-GOTY.png,saiou-ga-uma,塞翁が馬,さいおうがうま,生成り,#f2ece0,#2a2724,極太ゴシック,Dela Gothic One,横書き,PRV-17-KNR-S-GOTY PRV-17-KNR-M-GOTY PRV-17-KNR-L-GOTY
PRV-17-AI-MINT.png,saiou-ga-uma,塞翁が馬,さいおうがうま,藍,#1f3c66,#f4f1e8,明朝,Shippori Mincho,縦書き,PRV-17-AI-S-MINT PRV-17-AI-M-MINT PRV-17-AI-L-MINT
PRV-17-AI-MINY.png,saiou-ga-uma,塞翁が馬,さいおうがうま,藍,#1f3c66,#f4f1e8,明朝,Shippori Mincho,横書き,PRV-17-AI-S-MINY PRV-17-AI-M-MINY PRV-17-AI-L-MINY
PRV-17-AI-FDET.png,saiou-ga-uma,塞翁が馬,さいおうがうま,藍,#1f3c66,#f4f1e8,筆文字,Yuji Syuku,縦書き,PRV-17-AI-S-FDET PRV-17-AI-M-FDET PRV-17-AI-L-FDET
PRV-17-AI-FDEY.png,saiou-ga-uma,塞翁が馬,さいおうがうま,藍,#1f3c66,#f4f1e8,筆文字,Yuji Syuku,横書き,PRV-17-AI-S-FDEY PRV-17-AI-M-FDEY PRV-17-AI-L-FDEY
PRV-17-AI-GOTT.png,saiou-ga-uma,塞翁が馬,さいおうがうま,藍,#1f3c66,#f4f1e8,極太ゴシック,Dela Gothic One,縦書き,PRV-17-AI-S-GOTT PRV-17-AI-M-GOTT PRV-17-AI-L-GOTT
PRV-17-AI-GOTY.png,saiou-ga-uma,塞翁が馬,さいおうがうま,藍,#1f3c66,#f4f1e8,極太ゴシック,Dela Gothic One,横書き,PRV-17-AI-S-GOTY PRV-17-AI-M-GOTY PRV-17-AI-L-GOTY
PRV-17-SUMI-MINT.png,saiou-ga-uma,塞翁が馬,さいおうがうま,墨,#22201e,#efe9dc,明朝,Shippori Mincho,縦書き,PRV-17-SUMI-S-MINT PRV-17-SUMI-M-MINT PRV-17-SUMI-L-MINT
PRV-17-SUMI-MINY.png,saiou-ga-uma,塞翁が馬,さいおうがうま,墨,#22201e,#efe9dc,明朝,Shippori Mincho,横書き,PRV-17-SUMI-S-MINY PRV-17-SUMI-M-MINY PRV-17-SUMI-L-MINY
PRV-17-SUMI-FDET.png,saiou-ga-uma,塞翁が馬,さいおうがうま,墨,#22201e,#efe9dc,筆文字,Yuji Syuku,縦書き,PRV-17-SUMI-S-FDET PRV-17-SUMI-M-FDET PRV-17-SUMI-L-FDET
PRV-17-SUMI-FDEY.png,saiou-ga-uma,塞翁が馬,さいおうがうま,墨,#22201e,#efe9dc,筆文字,Yuji Syuku,横書き,PRV-17-SUMI-S-FDEY PRV-17-SUMI-M-FDEY PRV-17-SUMI-L-FDEY
PRV-17-SUMI-GOTT.png,saiou-ga-uma,塞翁が馬,さいおうがうま,墨,#22201e,#efe9dc,極太ゴシック,Dela Gothic One,縦書き,PRV-17-SUMI-S-GOTT PRV-17-SUMI-M-GOTT PRV-17-SUMI-L-GOTT
PRV-17-SUMI-GOTY.png,saiou-ga-uma,塞翁が馬,さいおうがうま,墨,#22201e,#efe9dc,極太ゴシック,Dela Gothic One,横書き,PRV-17-SUMI-S-GOTY PRV-17-SUMI-M-GOTY PRV-17-SUMI-L-GOTY
PRV-17-SHU-MINT.png,saiou-ga-uma,塞翁が馬,さいおうがうま,朱,#b03a2e,#f7f2e7,明朝,Shippori Mincho,縦書き,PRV-17-SHU-S-MINT PRV-17-SHU-M-MINT PRV-17-SHU-L-MINT
PRV-17-SHU-MINY.png,saiou-ga-uma,塞翁が馬,さいおうがうま,朱,#b03a2e,#f7f2e7,明朝,Shippori Mincho,横書き,PRV-17-SHU-S-MINY PRV-17-SHU-M-MINY PRV-17-SHU-L-MINY
PRV-17-SHU-FDET.png,saiou-ga-uma,塞翁が馬,さいおうがうま,朱,#b03a2e,#f7f2e7,筆文字,Yuji Syuku,縦書き,PRV-17-SHU-S-FDET PRV-17-SHU-M-FDET PRV-17-SHU-L-FDET
PRV-17-SHU-FDEY.png,saiou-ga-uma,塞翁が馬,さいおうがうま,朱,#b03a2e,#f7f2e7,筆文字,Yuji Syuku,横書き,PRV-17-SHU-S-FDEY PRV-17-SHU-M-FDEY PRV-17-SHU-L-FDEY
PRV-17-SHU-GOTT.png,saiou-ga-uma,塞翁が馬,さいおうがうま,朱,#b03a2e,#f7f2e7,極太ゴシック,Dela Gothic One,縦書き,PRV-17-SHU-S-GOTT PRV-17-SHU-M-GOTT PRV-17-SHU-L-GOTT
PRV-17-SHU-GOTY.png,saiou-ga-uma,塞翁が馬,さいおうがうま,朱,#b03a2e,#f7f2e7,極太ゴシック,Dela Gothic One,横書き,PRV-17-SHU-S-GOTY PRV-17-SHU-M-GOTY PRV-17-SHU-L-GOTY
PRV-18-KNR-MINT.png,tourou-no-ono,蟷螂の斧,とうろうのおの,生成り,#f2ece0,#2a2724,明朝,Shippori Mincho,縦書き,PRV-18-KNR-S-MINT PRV-18-KNR-M-MINT PRV-18-KNR-L-MINT
PRV-18-KNR-MINY.png,tourou-no-ono,蟷螂の斧,とうろうのおの,生成り,#f2ece0,#2a2724,明朝,Shippori Mincho,横書き,PRV-18-KNR-S-MINY PRV-18-KNR-M-MINY PRV-18-KNR-L-MINY
PRV-18-KNR-FDET.png,tourou-no-ono,蟷螂の斧,とうろうのおの,生成り,#f2ece0,#2a2724,筆文字,Yuji Syuku,縦書き,PRV-18-KNR-S-FDET PRV-18-KNR-M-FDET PRV-18-KNR-L-FDET
PRV-18-KNR-FDEY.png,tourou-no-ono,蟷螂の斧,とうろうのおの,生成り,#f2ece0,#2a2724,筆文字,Yuji Syuku,横書き,PRV-18-KNR-S-FDEY PRV-18-KNR-M-FDEY PRV-18-KNR-L-FDEY
PRV-18-KNR-GOTT.png,tourou-no-ono,蟷螂の斧,とうろうのおの,生成り,#f2ece0,#2a2724,極太ゴシック,Dela Gothic One,縦書き,PRV-18-KNR-S-GOTT PRV-18-KNR-M-GOTT PRV-18-KNR-L-GOTT
PRV-18-KNR-GOTY.png,tourou-no-ono,蟷螂の斧,とうろうのおの,生成り,#f2ece0,#2a2724,極太ゴシック,Dela Gothic One,横書き,PRV-18-KNR-S-GOTY PRV-18-KNR-M-GOTY PRV-18-KNR-L-GOTY
PRV-18-AI-MINT.png,tourou-no-ono,蟷螂の斧,とうろうのおの,藍,#1f3c66,#f4f1e8,明朝,Shippori Mincho,縦書き,PRV-18-AI-S-MINT PRV-18-AI-M-MINT PRV-18-AI-L-MINT
PRV-18-AI-MINY.png,tourou-no-ono,蟷螂の斧,とうろうのおの,藍,#1f3c66,#f4f1e8,明朝,Shippori Mincho,横書き,PRV-18-AI-S-MINY PRV-18-AI-M-MINY PRV-18-AI-L-MINY
PRV-18-AI-FDET.png,tourou-no-ono,蟷螂の斧,とうろうのおの,藍,#1f3c66,#f4f1e8,筆文字,Yuji Syuku,縦書き,PRV-18-AI-S-FDET PRV-18-AI-M-FDET PRV-18-AI-L-FDET
PRV-18-AI-FDEY.png,tourou-no-ono,蟷螂の斧,とうろうのおの,藍,#1f3c66,#f4f1e8,筆文字,Yuji Syuku,横書き,PRV-18-AI-S-FDEY PRV-18-AI-M-FDEY PRV-18-AI-L-FDEY
PRV-18-AI-GOTT.png,tourou-no-ono,蟷螂の斧,とうろうのおの,藍,#1f3c66,#f4f1e8,極太ゴシック,Dela Gothic One,縦書き,PRV-18-AI-S-GOTT PRV-18-AI-M-GOTT PRV-18-AI-L-GOTT
PRV-18-AI-GOTY.png,tourou-no-ono,蟷螂の斧,とうろうのおの,藍,#1f3c66,#f4f1e8,極太ゴシック,Dela Gothic One,横書き,PRV-18-AI-S-GOTY PRV-18-AI-M-GOTY PRV-18-AI-L-GOTY
PRV-18-SUMI-MINT.png,tourou-no-ono,蟷螂の斧,とうろうのおの,墨,#22201e,#efe9dc,明朝,Shippori Mincho,縦書き,PRV-18-SUMI-S-MINT PRV-18-SUMI-M-MINT PRV-18-SUMI-L-MINT
PRV-18-SUMI-MINY.png,tourou-no-ono,蟷螂の斧,とうろうのおの,墨,#22201e,#efe9dc,明朝,Shippori Mincho,横書き,PRV-18-SUMI-S-MINY PRV-18-SUMI-M-MINY PRV-18-SUMI-L-MINY
PRV-18-SUMI-FDET.png,tourou-no-ono,蟷螂の斧,とうろうのおの,墨,#22201e,#efe9dc,筆文字,Yuji Syuku,縦書き,PRV-18-SUMI-S-FDET PRV-18-SUMI-M-FDET PRV-18-SUMI-L-FDET
PRV-18-SUMI-FDEY.png,tourou-no-ono,蟷螂の斧,とうろうのおの,墨,#22201e,#efe9dc,筆文字,Yuji Syuku,横書き,PRV-18-SUMI-S-FDEY PRV-18-SUMI-M-FDEY PRV-18-SUMI-L-FDEY
PRV-18-SUMI-GOTT.png,tourou-no-ono,蟷螂の斧,とうろうのおの,墨,#22201e,#efe9dc,極太ゴシック,Dela Gothic One,縦書き,PRV-18-SUMI-S-GOTT PRV-18-SUMI-M-GOTT PRV-18-SUMI-L-GOTT
PRV-18-SUMI-GOTY.png,tourou-no-ono,蟷螂の斧,とうろうのおの,墨,#22201e,#efe9dc,極太ゴシック,Dela Gothic One,横書き,PRV-18-SUMI-S-GOTY PRV-18-SUMI-M-GOTY PRV-18-SUMI-L-GOTY
PRV-18-SHU-MINT.png,tourou-no-ono,蟷螂の斧,とうろうのおの,朱,#b03a2e,#f7f2e7,明朝,Shippori Mincho,縦書き,PRV-18-SHU-S-MINT PRV-18-SHU-M-MINT PRV-18-SHU-L-MINT
PRV-18-SHU-MINY.png,tourou-no-ono,蟷螂の斧,とうろうのおの,朱,#b03a2e,#f7f2e7,明朝,Shippori Mincho,横書き,PRV-18-SHU-S-MINY PRV-18-SHU-M-MINY PRV-18-SHU-L-MINY
PRV-18-SHU-FDET.png,tourou-no-ono,蟷螂の斧,とうろうのおの,朱,#b03a2e,#f7f2e7,筆文字,Yuji Syuku,縦書き,PRV-18-SHU-S-FDET PRV-18-SHU-M-FDET PRV-18-SHU-L-FDET
PRV-18-SHU-FDEY.png,tourou-no-ono,蟷螂の斧,とうろうのおの,朱,#b03a2e,#f7f2e7,筆文字,Yuji Syuku,横書き,PRV-18-SHU-S-FDEY PRV-18-SHU-M-FDEY PRV-18-SHU-L-FDEY
PRV-18-SHU-GOTT.png,tourou-no-ono,蟷螂の斧,とうろうのおの,朱,#b03a2e,#f7f2e7,極太ゴシック,Dela Gothic One,縦書き,PRV-18-SHU-S-GOTT PRV-18-SHU-M-GOTT PRV-18-SHU-L-GOTT
PRV-18-SHU-GOTY.png,tourou-no-ono,蟷螂の斧,とうろうのおの,朱,#b03a2e,#f7f2e7,極太ゴシック,Dela Gothic One,横書き,PRV-18-SHU-S-GOTY PRV-18-SHU-M-GOTY PRV-18-SHU-L-GOTY
PRV-19-KNR-MINT.png,fukusui-bon-ni-kaerazu,覆水盆に返らず,ふくすいぼんにかえらず,生成り,#f2ece0,#2a2724,明朝,Shippori Mincho,縦書き,PRV-19-KNR-S-MINT PRV-19-KNR-M-MINT PRV-19-KNR-L-MINT
PRV-19-KNR-MINY.png,fukusui-bon-ni-kaerazu,覆水盆に返らず,ふくすいぼんにかえらず,生成り,#f2ece0,#2a2724,明朝,Shippori Mincho,横書き,PRV-19-KNR-S-MINY PRV-19-KNR-M-MINY PRV-19-KNR-L-MINY
PRV-19-KNR-FDET.png,fukusui-bon-ni-kaerazu,覆水盆に返らず,ふくすいぼんにかえらず,生成り,#f2ece0,#2a2724,筆文字,Yuji Syuku,縦書き,PRV-19-KNR-S-FDET PRV-19-KNR-M-FDET PRV-19-KNR-L-FDET
PRV-19-KNR-FDEY.png,fukusui-bon-ni-kaerazu,覆水盆に返らず,ふくすいぼんにかえらず,生成り,#f2ece0,#2a2724,筆文字,Yuji Syuku,横書き,PRV-19-KNR-S-FDEY PRV-19-KNR-M-FDEY PRV-19-KNR-L-FDEY
PRV-19-KNR-GOTT.png,fukusui-bon-ni-kaerazu,覆水盆に返らず,ふくすいぼんにかえらず,生成り,#f2ece0,#2a2724,極太ゴシック,Dela Gothic One,縦書き,PRV-19-KNR-S-GOTT PRV-19-KNR-M-GOTT PRV-19-KNR-L-GOTT
PRV-19-KNR-GOTY.png,fukusui-bon-ni-kaerazu,覆水盆に返らず,ふくすいぼんにかえらず,生成り,#f2ece0,#2a2724,極太ゴシック,Dela Gothic One,横書き,PRV-19-KNR-S-GOTY PRV-19-KNR-M-GOTY PRV-19-KNR-L-GOTY
PRV-19-AI-MINT.png,fukusui-bon-ni-kaerazu,覆水盆に返らず,ふくすいぼんにかえらず,藍,#1f3c66,#f4f1e8,明朝,Shippori Mincho,縦書き,PRV-19-AI-S-MINT PRV-19-AI-M-MINT PRV-19-AI-L-MINT
PRV-19-AI-MINY.png,fukusui-bon-ni-kaerazu,覆水盆に返らず,ふくすいぼんにかえらず,藍,#1f3c66,#f4f1e8,明朝,Shippori Mincho,横書き,PRV-19-AI-S-MINY PRV-19-AI-M-MINY PRV-19-AI-L-MINY
PRV-19-AI-FDET.png,fukusui-bon-ni-kaerazu,覆水盆に返らず,ふくすいぼんにかえらず,藍,#1f3c66,#f4f1e8,筆文字,Yuji Syuku,縦書き,PRV-19-AI-S-FDET PRV-19-AI-M-FDET PRV-19-AI-L-FDET
PRV-19-AI-FDEY.png,fukusui-bon-ni-kaerazu,覆水盆に返らず,ふくすいぼんにかえらず,藍,#1f3c66,#f4f1e8,筆文字,Yuji Syuku,横書き,PRV-19-AI-S-FDEY PRV-19-AI-M-FDEY PRV-19-AI-L-FDEY
PRV-19-AI-GOTT.png,fukusui-bon-ni-kaerazu,覆水盆に返らず,ふくすいぼんにかえらず,藍,#1f3c66,#f4f1e8,極太ゴシック,Dela Gothic One,縦書き,PRV-19-AI-S-GOTT PRV-19-AI-M-GOTT PRV-19-AI-L-GOTT
PRV-19-AI-GOTY.png,fukusui-bon-ni-kaerazu,覆水盆に返らず,ふくすいぼんにかえらず,藍,#1f3c66,#f4f1e8,極太ゴシック,Dela Gothic One,横書き,PRV-19-AI-S-GOTY PRV-19-AI-M-GOTY PRV-19-AI-L-GOTY
PRV-19-SUMI-MINT.png,fukusui-bon-ni-kaerazu,覆水盆に返らず,ふくすいぼんにかえらず,墨,#22201e,#efe9dc,明朝,Shippori Mincho,縦書き,PRV-19-SUMI-S-MINT PRV-19-SUMI-M-MINT PRV-19-SUMI-L-MINT
PRV-19-SUMI-MINY.png,fukusui-bon-ni-kaerazu,覆水盆に返らず,ふくすいぼんにかえらず,墨,#22201e,#efe9dc,明朝,Shippori Mincho,横書き,PRV-19-SUMI-S-MINY PRV-19-SUMI-M-MINY PRV-19-SUMI-L-MINY
PRV-19-SUMI-FDET.png,fukusui-bon-ni-kaerazu,覆水盆に返らず,ふくすいぼんにかえらず,墨,#22201e,#efe9dc,筆文字,Yuji Syuku,縦書き,PRV-19-SUMI-S-FDET PRV-19-SUMI-M-FDET PRV-19-SUMI-L-FDET
PRV-19-SUMI-FDEY.png,fukusui-bon-ni-kaerazu,覆水盆に返らず,ふくすいぼんにかえらず,墨,#22201e,#efe9dc,筆文字,Yuji Syuku,横書き,PRV-19-SUMI-S-FDEY PRV-19-SUMI-M-FDEY PRV-19-SUMI-L-FDEY
PRV-19-SUMI-GOTT.png,fukusui-bon-ni-kaerazu,覆水盆に返らず,ふくすいぼんにかえらず,墨,#22201e,#efe9dc,極太ゴシック,Dela Gothic One,縦書き,PRV-19-SUMI-S-GOTT PRV-19-SUMI-M-GOTT PRV-19-SUMI-L-GOTT
PRV-19-SUMI-GOTY.png,fukusui-bon-ni-kaerazu,覆水盆に返らず,ふくすいぼんにかえらず,墨,#22201e,#efe9dc,極太ゴシック,Dela Gothic One,横書き,PRV-19-SUMI-S-GOTY PRV-19-SUMI-M-GOTY PRV-19-SUMI-L-GOTY
PRV-19-SHU-MINT.png,fukusui-bon-ni-kaerazu,覆水盆に返らず,ふくすいぼんにかえらず,朱,#b03a2e,#f7f2e7,明朝,Shippori Mincho,縦書き,PRV-19-SHU-S-MINT PRV-19-SHU-M-MINT PRV-19-SHU-L-MINT
PRV-19-SHU-MINY.png,fukusui-bon-ni-kaerazu,覆水盆に返らず,ふくすいぼんにかえらず,朱,#b03a2e,#f7f2e7,明朝,Shippori Mincho,横書き,PRV-19-SHU-S-MINY PRV-19-SHU-M-MINY PRV-19-SHU-L-MINY
PRV-19-SHU-FDET.png,fukusui-bon-ni-kaerazu,覆水盆に返らず,ふくすいぼんにかえらず,朱,#b03a2e,#f7f2e7,筆文字,Yuji Syuku,縦書き,PRV-19-SHU-S-FDET PRV-19-SHU-M-FDET PRV-19-SHU-L-FDET
PRV-19-SHU-FDEY.png,fukusui-bon-ni-kaerazu,覆水盆に返らず,ふくすいぼんにかえらず,朱,#b03a2e,#f7f2e7,筆文字,Yuji Syuku,横書き,PRV-19-SHU-S-FDEY PRV-19-SHU-M-FDEY PRV-19-SHU-L-FDEY
PRV-19-SHU-GOTT.png,fukusui-bon-ni-kaerazu,覆水盆に返らず,ふくすいぼんにかえらず,朱,#b03a2e,#f7f2e7,極太ゴシック,Dela Gothic One,縦書き,PRV-19-SHU-S-GOTT PRV-19-SHU-M-GOTT PRV-19-SHU-L-GOTT
PRV-19-SHU-GOTY.png,fukusui-bon-ni-kaerazu,覆水盆に返らず,ふくすいぼんにかえらず,朱,#b03a2e,#f7f2e7,極太ゴシック,Dela Gothic One,横書き,PRV-19-SHU-S-GOTY PRV-19-SHU-M-GOTY PRV-19-SHU-L-GOTY
PRV-20-KNR-MINT.png,garyou-tensei,画竜点睛,がりょうてんせい,生成り,#f2ece0,#2a2724,明朝,Shippori Mincho,縦書き,PRV-20-KNR-S-MINT PRV-20-KNR-M-MINT PRV-20-KNR-L-MINT
PRV-20-KNR-MINY.png,garyou-tensei,画竜点睛,がりょうてんせい,生成り,#f2ece0,#2a2724,明朝,Shippori Mincho,横書き,PRV-20-KNR-S-MINY PRV-20-KNR-M-MINY PRV-20-KNR-L-MINY
PRV-20-KNR-FDET.png,garyou-tensei,画竜点睛,がりょうてんせい,生成り,#f2ece0,#2a2724,筆文字,Yuji Syuku,縦書き,PRV-20-KNR-S-FDET PRV-20-KNR-M-FDET PRV-20-KNR-L-FDET
PRV-20-KNR-FDEY.png,garyou-tensei,画竜点睛,がりょうてんせい,生成り,#f2ece0,#2a2724,筆文字,Yuji Syuku,横書き,PRV-20-KNR-S-FDEY PRV-20-KNR-M-FDEY PRV-20-KNR-L-FDEY
PRV-20-KNR-GOTT.png,garyou-tensei,画竜点睛,がりょうてんせい,生成り,#f2ece0,#2a2724,極太ゴシック,Dela Gothic One,縦書き,PRV-20-KNR-S-GOTT PRV-20-KNR-M-GOTT PRV-20-KNR-L-GOTT
PRV-20-KNR-GOTY.png,garyou-tensei,画竜点睛,がりょうてんせい,生成り,#f2ece0,#2a2724,極太ゴシック,Dela Gothic One,横書き,PRV-20-KNR-S-GOTY PRV-20-KNR-M-GOTY PRV-20-KNR-L-GOTY
PRV-20-AI-MINT.png,garyou-tensei,画竜点睛,がりょうてんせい,藍,#1f3c66,#f4f1e8,明朝,Shippori Mincho,縦書き,PRV-20-AI-S-MINT PRV-20-AI-M-MINT PRV-20-AI-L-MINT
PRV-20-AI-MINY.png,garyou-tensei,画竜点睛,がりょうてんせい,藍,#1f3c66,#f4f1e8,明朝,Shippori Mincho,横書き,PRV-20-AI-S-MINY PRV-20-AI-M-MINY PRV-20-AI-L-MINY
PRV-20-AI-FDET.png,garyou-tensei,画竜点睛,がりょうてんせい,藍,#1f3c66,#f4f1e8,筆文字,Yuji Syuku,縦書き,PRV-20-AI-S-FDET PRV-20-AI-M-FDET PRV-20-AI-L-FDET
PRV-20-AI-FDEY.png,garyou-tensei,画竜点睛,がりょうてんせい,藍,#1f3c66,#f4f1e8,筆文字,Yuji Syuku,横書き,PRV-20-AI-S-FDEY PRV-20-AI-M-FDEY PRV-20-AI-L-FDEY
PRV-20-AI-GOTT.png,garyou-tensei,画竜点睛,がりょうてんせい,藍,#1f3c66,#f4f1e8,極太ゴシック,Dela Gothic One,縦書き,PRV-20-AI-S-GOTT PRV-20-AI-M-GOTT PRV-20-AI-L-GOTT
PRV-20-AI-GOTY.png,garyou-tensei,画竜点睛,がりょうてんせい,藍,#1f3c66,#f4f1e8,極太ゴシック,Dela Gothic One,横書き,PRV-20-AI-S-GOTY PRV-20-AI-M-GOTY PRV-20-AI-L-GOTY
PRV-20-SUMI-MINT.png,garyou-tensei,画竜点睛,がりょうてんせい,墨,#22201e,#efe9dc,明朝,Shippori Mincho,縦書き,PRV-20-SUMI-S-MINT PRV-20-SUMI-M-MINT PRV-20-SUMI-L-MINT
PRV-20-SUMI-MINY.png,garyou-tensei,画竜点睛,がりょうてんせい,墨,#22201e,#efe9dc,明朝,Shippori Mincho,横書き,PRV-20-SUMI-S-MINY PRV-20-SUMI-M-MINY PRV-20-SUMI-L-MINY
PRV-20-SUMI-FDET.png,garyou-tensei,画竜点睛,がりょうてんせい,墨,#22201e,#efe9dc,筆文字,Yuji Syuku,縦書き,PRV-20-SUMI-S-FDET PRV-20-SUMI-M-FDET PRV-20-SUMI-L-FDET
